ABSOLUTE#1;;;;;Strong;;;;;;;;;;Virtue
ABSOLUTE#2;;;;;Strong;;;;;;;;;;
ABSOLVE;;Active;IAV;Positiv;;;;;;ComForm;;;;;
ABSORB#1;;;;;;;;;;;;;;;
ABSORB#2;;;;;;;;;;;;;;;
ABSORBENT;;;;Positiv;;;;;;;;;;;
ABSORPTION;;;;Positiv;;;;;;;;;;;
ABSTAIN;;;;;;;;;;;;;;;
ABSTRACT;;;;;;;;;;;EnlTot;;;;
ABSTRACTION;;;;;;;;;;;EnlTot;;;;
ABSURD;Negativ;;;;;;Ngtv;;;;;;;;
ABSURDITY;Negativ;;;;;;;;;;;;;;
ABUNDANCE;;;;Positiv;Strong;;;Pstv;;;;;;;
ABUNDANT;;;;Positiv;Strong;;;Pstv;;;;;;;
ABUSE#1;Negativ;Active;;;;;Ngtv;;;;;Hostile;;;
ABUSE#2;Negativ;Active;IAV;;Strong;;Ngtv;;;;;Hostile;;;
ABYSS;Negativ;;;;;;Ngtv;;;;;;;;
ABYSSINIA;;;;;;;;;;;;;;;
ACADEMIC;;;;;;;;;;;EnlTot;;;;
ACADEMY;;;;;;;;;;;EnlTot;;;;
ACCEDE;;Active;IAV;Positiv;;PowTot;;;;ComForm;;;;;
ACCELERATE;;Active;;;Strong;;;;;;;;;;
ACCELERATION;;Active;;;Strong;;;;;;;;;;
ACCENTUATE;;Active;IAV;Positiv;;;;;;;;;;;
ACCEPT;;;IAV;Positiv;;;;Pstv;Passive;;;;;;
ACCEPTABLE;;;;Positiv;;;;Pstv;;;;;;;Virtue
ACCEPTANCE;;;;Positiv;;;;Pstv;Passive;;;;;;
ACCESS;;;;;;;;;;;;;;;
ACCESSIBLE;;;;Positiv;;;;;;;;;;;Virtue
ACCESSION;;;;Positiv;Strong;;;;;;;;;;
ACCIDENT;Negativ;;;;;;Ngtv;;;;;;;;
ACCIDENTAL;;;;;;;;;;;;;;;
ACCLAIM;;;;Positiv;;;;;;ComForm;;;;;Virtue
ACCLAMATION;;;;Positiv;;;;;;ComForm;;;;;Virtue
ACCOLADE;;;;Positiv;;;;;;ComForm;;;;;Virtue
ACCOMMODATE;;Active;IAV;Positiv;;PowTot;;Pstv;;;;;;;
ACCOMMODATION;;;;Positiv;;PowTot;;;;;;;;;Virtue
ACCOMPANIMENT;;;;Positiv;;;;;;;;;;;
ACCOMPANY#1;;Active;IAV;;;;;;;;;;;;
ACCOMPANY#2;;;;;;;;;;;;;;;
ACCOMPLISH;;Active;IAV;Positiv;Strong;;;Pstv;;;;;;;
ACCOMPLISHMENT;;Active;;Positiv;Strong;;;Pstv;;;;;;;
ACCORD#1;;;;;;;;;;;EnlTot;;;;
ACCORD#2;;;IAV;Positiv;;;;Pstv;;;;;;;
ACCORD#3;;;IAV;Positiv;;;;Pstv;;;;;;;
ACCORD#4;;;;;;;;;;;;;;;
ACCORD#5;;;;Positiv;;PowTot;;Pstv;;;;;;;
ACCORDANCE;;;;Positiv;;PowTot;;Pstv;;;;;;;
ACCOST;Negativ;Active;IAV;;;;;;;;;Hostile;;;
ACCOUNT#1;;;;;;;;;;;EnlTot;;;;
ACCOUNT#2;;;;;;;;;;ComForm;;;;;
ACCOUNT#3;;;;;;;;;;ComForm;EnlTot;;;;
ACCOUNT#4;;;;;;;;;;;EnlTot;;;;
ACCOUNT#5;;Active;IAV;;;;;;;;EnlTot;;;;
ACCOUNT#6;;;;;;;;;;;;;;;
ACCOUNT#7;;;;;;;;;;;;;;;
ACCOUNT#8;;;;;;;;;;;;;;;
ACCOUNTABLE;;;;Positiv;;;;;;;;;;;
ACCRUE;;Active;;Positiv;;;;;;;;;;;
ACCUMULATE;;Active;;;;;;;;;;;;;
ACCUMULATION;;Active;;;;;;;;;;;;;
ACCURACY;;;;Positiv;;;;Pstv;;;EnlTot;;;;Virtue
ACCURATE;;;;Positiv;;;;Pstv;;;EnlTot;;;;Virtue
ACCURATENESS;;;;Positiv;;;;;;;;;;;Virtue
ACCURSED;Negativ;;;;;;;;;;;Hostile;;;
ACCUSATION;Negativ;;;;;;;;;ComForm;;Hostile;;;
ACCUSE#1;Negativ;;;;;;Ngtv;;;ComForm;;Hostile;;;
ACCUSE#2;Negativ;;IAV;;;;Ngtv;;;ComForm;;Hostile;;;
ACCUSTOM#1;;;;;;;;;Passive;;;;;;Virtue
ACCUSTOM#2;;;IAV;;;;;;Passive;;;;;;
ACHE;Negativ;;;;;;;;Passive;;;;;;
ACHIEVE;;Active;IAV;Positiv;Strong;;;Pstv;;;;;;;
ACHIEVEMENT;;Active;;Positiv;;;;Pstv;;;;;;;
ACKNOWLEDGE;;;IAV;;;;;;;;;;;;
ACKNOWLEDGEMENT;;;;Positiv;;;;;;ComForm;;;;;
ACKNOWLEDGMENT;;;;;;;;;;;;;;;
ACQUAINT;;;IAV;Positiv;;;;Pstv;;;EnlTot;;;;
ACQUAINTANCE;;;;Positiv;;;;Pstv;;;;;HU;;
ACQUIRE#1;;Active;;;Strong;;;;;;;;;;
ACQUIRE#2;;Active;;;Strong;;;;;;;;;;
ACQUISITION;;Active;;;Strong;;;;;;;;;;
ACQUIT;;;;Positiv;;;;;;;;;;;
ACQUITTAL;;;;Positiv;;;;;;;;;;;
ACRE;;;;;;;;;;;;;;;
ACRIMONIOUS;Negativ;;;;;;;;;;;Hostile;;;
ACRIMONY;Negativ;;;;;;;;Passive;;;Hostile;;;
ACROSS#1;;;;;;;;;;;;;;;
ACROSS#2;;;;;;;;;;;EnlTot;;;;
ACROSS#3;;;IAV;;;;;;;;;;;;
ACROSS#4;;;;;;;;;;;;;;;
ACROSS#5;;;;;;;;;;;;;;;
ACT#1;;Active;;;Strong;;;;;;;;;;
ACT#2;;Active;IAV;;Strong;;;;;;;;;;
ACT#3;;Active;;;Strong;PowTot;;;;;;;;;
ACT#4;;Active;IAV;;;;;;;;;Hostile;;;
ACTION;;Active;;;Strong;;;;;;;;;;
ACTIVE#1;;Active;;;Strong;;;;;;;;;;
ACTIVE#2;;Active;;;;;;;;;;;;;
ACTIVITY;;Active;;;;;;;;;;;;;
ACTOR;;Active;;;;PowTot;;;;;;;HU;;
ACTUAL#1;;;;Positiv;;;;Pstv;;;;;;;Virtue
ACTUAL#2;;;;Positiv;;;;Pstv;;;;;;;Virtue
ACTUALITY;;;;Positiv;;;;Pstv;;;;;;;Virtue
ACUTE;;;;;;;;;;;;;;;
ADAMANT;;;;Positiv;Strong;;;;;;;;;;
ADAPT;;Active;IAV;;Strong;;;;;;;;;;
ADAPTABILITY;;;;Positiv;Strong;;;;;;;;;;Virtue
ADAPTABLE;;;;Positiv;Strong;;;;;;;;;;Virtue
ADAPTATION;;;;Positiv;Strong;;;;;;;;;;Virtue
ADAPTIVE;;;;Positiv;Strong;;;;;;;;;;Virtue
ADD#1;;;;;Strong;;;;;;;;;;
ADD#2;;;;;;;;;;;;;;;
ADDICT;Negativ;;;;;;;;;;;;HU;Weak;
ADDICTION;Negativ;;;;;;;;;;;;;Weak;
ADDITION#1;;;;;;;;;;;;;;;
ADDITION#2;;;;;Strong;;;;;;;;;;
ADDITIONAL;;;;;Strong;;;;;;;;;;
ADDRESS#1;;Active;IAV;;;;;;;ComForm;EnlTot;;;;
ADDRESS#2;;Active;;;;;;;;ComForm;EnlTot;;;;
ADDRESS#3;;Active;IAV;;;;;;;;;;;;
ADEN;;;;;;;;;;;;;;;
ADEPT;;;;Positiv;Strong;;;Pstv;;;;;;;Virtue
ADEPTNESS;;;;Positiv;Strong;;;;;;;;;;Virtue
ADEQUATE;;;;Positiv;;;;Pstv;;;;;;;Virtue
ADHERE;;;IAV;;;;;;Passive;;;;;;
ADHERENCE;;;;Positiv;;;;;;;;;;;
ADHERENT;;;;Positiv;;;;;;;;;;;
ADHESION;;;;Positiv;;;;;;;;;;;
ADHESIVE;;;;Positiv;;;;;;;;;;;
ADJACENT;;;;;;;;;;;;;;;
ADJOIN;;;;;;;;;;;;;;;
ADJOURNMENT;;;;;;PowTot;;;Passive;;;;;;
ADJUDICATION;;;;;;PowTot;;;;ComForm;;;;;
ADJUNCT;;;;Positiv;;;;;;;;;;;
ADJUST#1;;;IAV;;Strong;;;;;;;;;;
ADJUST#2;;;;Positiv;;;;Pstv;;;;;;;Virtue
ADJUSTABLE;;;;Positiv;;;;;;;;;;;
ADJUSTMENT;;;;Positiv;;;;Pstv;Passive;;;;;;Virtue
ADMINISTER;;Active;IAV;;Strong;PowTot;;;;;;;;;
ADMINISTRATION#1;;;;;Strong;PowTot;;;;;;;HU;;
ADMINISTRATION#2;;Active;;;Strong;PowTot;;;;;;;;;
ADMINISTRATIVE;;Active;;;Strong;PowTot;;;;;;;;;
ADMINISTRATOR;;;;;Strong;PowTot;;;;;;;HU;;
ADMIRABLE;;;;Positiv;;;;;;;;;;;Virtue
ADMIRAL#1;;;;;;;;;;;;;;;
ADMIRAL#2;;;;;;;;;;;;;;;
ADMIRATION;;;;Positiv;Strong;;;;;;;;;;Virtue
ADMIRE;;;;Positiv;;;;Pstv;Passive;;;;;;
ADMIRER;;;;Positiv;Strong;;;;;;;;HU;;
ADMISSIBLE;;;;;;PowTot;;;Passive;ComForm;;;;;
ADMISSION;;;;;;;;;Passive;ComForm;;;;;
ADMIT#1;;;IAV;Positiv;;;;Pstv;Passive;ComForm;;;;Weak;
ADMIT#2;;;;Positiv;;PowTot;;Pstv;Passive;;;;;;
ADMIT#3;;;;Positiv;;;;Pstv;Passive;ComForm;;;;Weak;
ADMITTANCE;;Active;;Positiv;;;;;;;;;;;
ADMONISH;Negativ;Active;IAV;;Strong;;;;;;;Hostile;;;
ADMONITION;Negativ;Active;;;;;;;;ComForm;;;;;
ADOLESCENT;;;;;;;;;;;;;;;
ADOPT#1;;;;;;PowTot;;;Passive;;;;;;
ADOPT#2;;Active;IAV;;;PowTot;;;;;;;;;
ADOPTION;;;;;;PowTot;;;;;;;;;
ADORABLE;;;;Positiv;;;;;;;;;;;Virtue
ADORE;;Active;;Positiv;;;;;;;;;;;
ADORN;;Active;IAV;Positiv;Strong;;;;;;;;;;
ADORNMENT;;;;Positiv;;;;;;;;;;;Virtue
ADROIT;;;;Positiv;Strong;;;;;;;;;;Virtue
ADROITLY;;;;Positiv;Strong;;;;;;;;;;Virtue
ADULATION;;;;Positiv;Strong;;;;;ComForm;;;;;
ADULT#1;;;;;Strong;;;;;;;;HU;;
ADULT#2;;;;Positiv;Strong;;;Pstv;;;;;;;Virtue
ADULTERATE;Negativ;;IAV;;;;;;;;;;;;
ADULTERATION;Negativ;;;;;;;;;;;;;;
ADULTERY;Negativ;;;;;;;;;;;;;;
ADVANCE#1;;Active;IAV;Positiv;Strong;;;Pstv;;;;;;;
ADVANCE#2;;Active;;Positiv;Strong;;;Pstv;;;;;;;
ADVANCE#3;;;;Positiv;;;;Pstv;Passive;;;;;;Virtue
ADVANCE#4;;;;;;;;;;;;;;;
ADVANCEMENT;;;;Positiv;;;;Pstv;;;;;;;
ADVANTAGE;;;;Positiv;Strong;;;Pstv;;;;;;;Virtue
ADVANTAGEOUS;;;;Positiv;Strong;;;Pstv;;;;;;;Virtue
ADVENT;;;;Positiv;;;;;;;;;;;
ADVENTURE;;Active;;;;;;;;;;;;;
ADVENTURESOME;;Active;;Positiv;Strong;;;;;;;;;;
ADVENTUROUS;;Active;;Positiv;Strong;;;;;;;;;;
ADVERSARY;Negativ;;;;;PowTot;;;;;;Hostile;HU;;
ADVERSE;Negativ;;;;;;Ngtv;;;;;;;;
ADVERSITY;Negativ;;;;;;;;;;;;;;
ADVICE;;;;;;;;;;ComForm;;;;;
ADVISABLE;;;;Positiv;;;;;;;;;;;
ADVISE;;;IAV;;;;;;;;;;;;
ADVISER;;;;;;;;;;;EnlTot;;HU;;
ADVISOR;;;;;;;;;;;EnlTot;;HU;;
ADVISORY;;;;;;;;;;ComForm;;;;;
ADVOCACY;;;;Positiv;;;;;;ComForm;;;;;
ADVOCATE#1;;Active;;;Strong;PowTot;;;;;;;HU;;
ADVOCATE#2;;Active;IAV;;Strong;;;;;ComForm;;;;;
AESTHETIC;;;;;;;;;;;;;;;
AFFABILITY;;;;Positiv;;;;;;;;;;;Virtue
AFFABLE;;;;Positiv;;;;;;;;;;;Virtue
AFFAIR#1;;Active;;;;;;;;;;;;;
AFFAIR#2;;;;;;;;;;;;;;;
AFFAIR#3;;;;;;;;;;;;;;;
AFFECT;;Active;IAV;;;;;;;;;;;;
AFFECTATION;Negativ;;;;;;;;;;;;;;
AFFECTION;;;;Positiv;;;;Pstv;;;;;;;
AFFECTIONATE;;;;Positiv;;;;Pstv;;;;;;;
AFFILIATE;;Active;IAV;Positiv;;PowTot;;;;;;;;;
AFFILIATION;;;;Positiv;;;;;;;;;;;
AFFINITY;;;;Positiv;Strong;;;;;;;;;;Virtue
AFFIRM;;;IAV;Positiv;Strong;;;Pstv;;ComForm;;;;;
AFFIRMANCE;;;;;;;;;;;;;;;
AFFIRMATION;;;;Positiv;;;;;;ComForm;;;;;
AFFIRMATIVE;;;;Positiv;;;;;;;;;;;
AFFIX;;Active;;Positiv;;;;;;;;;;;
AFFLICT;Negativ;Active;IAV;;Strong;;Ngtv;;;;;Hostile;;;
AFFLICTION;Negativ;;;;;;Ngtv;;Passive;;;;;Weak;
AFFLUENCE;;;;Positiv;;;;;;;;;;;
AFFLUENT;;;;Positiv;;;;;;;;;;;
AFFORD#1;;;IAV;;Strong;;;;;;;;;;
AFFORD#2;;;IAV;;Strong;;;;;;;;;;
AFGHANISTAN;;;;;;;;;;;;;;;
AFLOAT;;;;Positiv;Strong;;;;;;;;;;
AFRAID#1;;;;;;;;;Passive;;;;;;
AFRAID#2;Negativ;;;;;;Ngtv;;;;;;;Weak;
AFRICA;;;;;;PowTot;;;;;;;;;
AFRICAN;;;;;;PowTot;;;;;;;;;
AFTER#1;;;;;;;;;;;;;;;
AFTER#2;;;;;;;;;;;;;;;
AFTER#3;;;;;;;;;;;;;;;
AFTERNOON;;;;;;;;;;;;;;;
AFTERWARD;;;;;;;;;;;;;;;
AGAIN#1;;;;;;;;;;;;;;;
AGAIN#2;;;;;;;;;;;;;;;
AGAIN#3;;;;;;;;;;;;;;;
AGAINST;Negativ;;;;;;Ngtv;;;;;;;;
AGE#1;;;;;;;;;;;;;;;
AGE#2;;;;;;;;;;;;;HU;;
AGE#3;;;;;;;;;;;;;;;
AGE#4;;;;;;;;;;;;;;;
AGENCY;;;;;;PowTot;;;;;;;HU;;
AGENT;;;;;;PowTot;;;;;;;HU;;
AGGRAVATE;Negativ;Active;IAV;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AGGRAVATION;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AGGREGATE;;;;Positiv;;;;;;;;;;;
AGGREGATION;;;;Positiv;;;;;;;;;;;
AGGRESSION;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AGGRESSIVE;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AGGRESSIVENESS;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AGGRESSOR;Negativ;;;;;PowTot;;;;;;Hostile;HU;;
AGGRIEVE;Negativ;Active;;;;;;;;ComForm;;Hostile;;;
AGHAST;Negativ;;;;;;;;;;;;;;
AGILE;;;;Positiv;Strong;;;;;;;;;;Virtue
AGILITY;;;;Positiv;Strong;;;;;;;;;;Virtue
AGITATE;Negativ;Active;IAV;;Strong;PowTot;Ngtv;;;;;;;;
AGITATION;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;;;;
AGITATOR;Negativ;;;;;;;;;;;Hostile;HU;;
AGO;;;;;;;;;;;;;;;
AGONIZE;Negativ;;;;;;;;Passive;;;;;;
AGONY;Negativ;;;;;;Ngtv;;;;;;;;
AGRARIAN;;;;;;;;;;;;;;;
AGREE#1;;;IAV;;;PowTot;;Pstv;;;;;;;
AGREE#2;;;;;;PowTot;;;Passive;ComForm;;;;;
AGREEABLE;;;;Positiv;;PowTot;;Pstv;;ComForm;;;;;
AGREEMENT;;;;Positiv;Strong;PowTot;;Pstv;;ComForm;;;;;
AGRICULTURAL;;;;;;;;;;;;;;;
AGRICULTURE;;;;;;;;;;;;;;;
AHEAD;;;;;;;;;;;;;;;
AID#1;;Active;IAV;Positiv;Strong;PowTot;;Pstv;;;;;;;
AID#2;;Active;;Positiv;;;;Pstv;;;;;;;Virtue
AID#3;;;;;;;;;;;;;;;
AIDE;;;;;;PowTot;;;;;;;HU;;
AIL;Negativ;;;;;;;;Passive;;;;;;
AILMENT;Negativ;;;;;;;;;;;;;;
AIM#1;;Active;;;;;;;;;;;;;
AIM#2;;Active;IAV;;;;;;;;;;;;
AIMLESS;Negativ;;;;;;;;Passive;;;;;;
AIN'T;;;;;;;;;;;;;;;
AIR#1;;;;;;;;;;;;;;;
AIR#2;;;;;;PowTot;;;;;;;HU;;
AIR#3;;;;;;;;;;ComForm;;;;;
AIR#4;;;IAV;;Strong;;;;;ComForm;EnlTot;;;;
AIR#5;;;;;;;;;;;;;;;
AIR#6;;;;;;;;;;ComForm;;;;;
AIR#7;;;;;;;;;;;;;;;
AIRCRAFT;;;;;;;;;;;;;;;
AIRPLANE;;;;;;;;;;;;;;;
AIRPORT;;;;;;;;;;;;;;;
AKIN;;;;;;;;;;;;;;;
ALABAMA;;;;;;;;;;;;;;;
ALARM#1;;Active;;;;;;;;ComForm;;;;;
ALARM#2;Negativ;Active;IAV;;;;Ngtv;;;ComForm;;;;;
ALARMING;Negativ;;;;;;;;;;;;;;
ALAS;Negativ;;;;;;;;;;;;;;
ALASKA;;;;;;;;;;;;;;;
ALBANIA;;;;;;;;;;;;;;;
ALBUM;;;;;;;;;;;;;;;
ALCOHOLIC;;;;;;;;;;;;;HU;;
ALERT;;Active;;;Strong;;;;;;;;;;
ALERTNESS;;;;Positiv;;;;;;;;;;;Virtue
ALGERIA;;;;;;;;;;;;;;;
ALGIERS;;;;;;;;;;;;;;;
ALIBI;Negativ;;;;;;;;Passive;ComForm;;;;Weak;
ALIEN;Negativ;;;;;;Ngtv;;;;;;HU;;
ALIENATE;Negativ;;IAV;;;;;;;;;Hostile;;;
ALIENATION;Negativ;;;;;;Ngtv;;;;;;;;
ALIGHT;;;;Positiv;;;;;;;;;;;Virtue
ALIGN#1;;;;;;PowTot;;;;;;;;;
ALIGN#2;;;;;;PowTot;;;;;;;;;
ALIKE;;;;;;;;;;;;;;;
ALIVE;;Active;;Positiv;Strong;;;Pstv;;;;;;;
ALL#1;;;;;;;;;;;;;;;
ALL#10;;;;;;;;;;;;;;;
ALL#11;;;;;;;;;;;;;;;
ALL#12;;;;;;;;;;;;;;;
ALL#13;;;;;;;;;;;;;;;
ALL#2;;;;;;;;;;;;;;;
ALL#3;;;;;;;;;;;;;;;
ALL#4;;;;;;;;;;;;;;;
ALL#5;;;;;;;;;;;;;;;
ALL#6;;;;;;;;;;;;;;;
ALL#7;;;;;;;;;;;;;;;
ALL#8;;;;;;;;;;;;;;;
ALL#9;;;;;;;;;;;;;;;
ALL#_10;;;;;;;;;;;;;;;
ALL#_11;;;;;;;;;;;;;;;
ALL#_12;;;;;;;;;;;;;;;
ALL#_13;;;;;;;;;;;;;;;
ALLEDGE;;;;;;PowTot;;;;;;;;;
ALLEGATION;Negativ;;;;;PowTot;Ngtv;;;ComForm;;Hostile;;;
ALLEGE;Negativ;;IAV;;;;;;;ComForm;;;;Weak;
ALLEGIANCE;;;;Positiv;;;;;;;;;;;Virtue
ALLEVIATE;;Active;IAV;Positiv;;;;;;;;;;;
ALLIANCE;;;;Positiv;Strong;PowTot;;Pstv;;;;;HU;;
ALLIED;;;IAV;Positiv;Strong;PowTot;;Pstv;;;;;;;
ALLIES;;;;Positiv;;;;;;;;;HU;;
ALLOCATION;;;;;;;;;;;;;;;
ALLOT;;;IAV;;;PowTot;;;;;;;;;
ALLOTMENT;;;;;;PowTot;;;;;;;;;
ALLOW#1;;;IAV;Positiv;;PowTot;;Pstv;Passive;;;;;;
ALLOW#2;;;IAV;;;;;;;;;;;;
ALLOWABLE;;;;Positiv;;;;;;;;;;;
ALLOWANCE;;;;Positiv;;;;;;;;;;;
ALLURE;;;;Positiv;;;;;;;;;;;Virtue
ALLUSION;;;;;;;;;;ComForm;;;;;
ALLY#1;;;;Positiv;Strong;PowTot;;Pstv;;;;;HU;;
ALLY#2;;;IAV;;;PowTot;;;;;;;;;
ALMIGHTY;;;;Positiv;Strong;;;;;;;;;;Virtue
ALMOST;;;;;;;;;;;;;;;
ALONE#1;;;;;;;;;;;;;;Weak;
ALONE#2;;;;;;;;;;;;;;;
ALONE#3;;;;;;;;;;;;;;;
ALONG#1;;;;;;;;;;;;;;;
ALONG#2;;;IAV;;;PowTot;;;;;;;;;
ALONG#3;;;IAV;;;PowTot;;;;ComForm;;;;;
ALONG#4;;;;;;;;;;;;;;;
ALONGSIDE;;;;;;;;;;;;;;;
ALOOF;Negativ;;;;;;;;Passive;;;;;;
ALOUD;;;;;;;;;;;;;;;
ALREADY;;;;;;;;;;;;;;;
ALRIGHT;;;;;;;;;;;;;;;
ALSO;;;;;;;;;;;;;;;
ALTER;;Active;IAV;;Strong;;;;;;;;;;
ALTERATION;;;;;;;;;;;;;;;
ALTERCATION;Negativ;;;;;;;;;;;Hostile;;;
ALTERNATE#1;;;;;;;;;;;;;;;
ALTERNATE#2;;Active;IAV;;;;;;;;;;;;
ALTERNATIVE;;;;;;;;;;;;;;;
ALTHOUGH;;;;;;;;;;;;;;;
ALTOGETHER;;;;;;;;;;;;;;;
ALTRUISTIC;;;;Positiv;;;;;;;;;;;Virtue
ALUMINIUM#1;;;;;;;;;;;;;;;
ALUMINUM;;;;;;;;;;;;;;;
ALWAYS;;;;;;;;;;;;;;;
AM#1;;;;;;;;;;;;;;;
AM#2;;;;;;;;;;;;;;;
AM#3;;;;;;;;;;;;;;;
AMATEUR;;;;;;;;;;;;;HU;Weak;
AMAZE#1;;;;;;;;;;;;;;;
AMAZE#2;;;IAV;;;;;;;;;;;;
AMAZEMENT;;;;Positiv;Strong;;;;;;;;;;
AMAZING;;;;Positiv;Strong;;;;;;;;;;
AMBASSADOR;;;;;;PowTot;;;;;;;HU;;
AMBIGUITY;Negativ;;;;;;Ngtv;;;;;;;;
AMBIGUOUS;Negativ;;;;;;Ngtv;;;;;;;;
AMBITION;;;;;Strong;PowTot;;;;;;;;;Virtue
AMBITIOUS;;Active;;;Strong;PowTot;;;;;;;;;Virtue
AMBIVALENT;Negativ;;;;;;Ngtv;;;;;;;Weak;
AMBULANCE;;;;;;;;;;;;;;;
AMBUSH#1;Negativ;Active;;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AMBUSH#2;Negativ;Active;IAV;;Strong;PowTot;Ngtv;;;;;Hostile;;;
AMELIORATE;;Active;IAV;Positiv;;;;Pstv;;;;;;;
AMELIORATION;;;;;;;;;;;;;;;
AMEN;;;;;;;;;;;;;;;
AMENABLE;;;;Positiv;;;;;;;;;;;Virtue
AMEND#1;;;;;;PowTot;;;;;;;;;
AMEND#2;;Active;IAV;;;PowTot;;;;;;;;;
AMENDMENT;;;;;;PowTot;;;;ComForm;;;;;
AMENITY;;;;Positiv;;;;;;;;;;;
AMERICA;;;;;;;;;;;;;;;
AMERICAN;;;;;;;;;;;;;;;
AMIABILITY;;;;Positiv;;;;;;;;;;;Virtue
AMIABLE;;;;Positiv;;;;;;;;;;;Virtue
AMICABLE;;;;Positiv;;;;;;;;;;;Virtue
AMID;;;;;;;;;;;;;;;
AMIDST;;;;;;;;;;;;;;;
AMISS;Negativ;;;;;;Ngtv;;;;;;;;
AMMUNITION;;;;;;PowTot;;;;;;;;;
AMNESTY;;;;Positiv;;;;;;;;;;;
AMONG;;;;;;;;;;;;;;;
AMOUNT#1;;;;;;;;;;;;;;;
AMOUNT#2;;;IAV;;;;;;;;;;;;
AMOUR;;;;Positiv;;;;;;;;;;;
AMPLE;;;;Positiv;Strong;;;Pstv;;;;;;;
AMPLIFY;;Active;;Positiv;Strong;;;;;;;;;;
AMPLY;;;;Positiv;Strong;;;;;;;;;;
AMPUTATE;Negativ;Active;IAV;;;;;;;;;;;;
AMUSE;;Active;IAV;Positiv;;;;;;;;;;;
AMUSEMENT;;;;Positiv;;;;;;;;;;;
AN;;;;;;;;;;;;;;;
ANALOGOUS;;;;;;;;;;;;;;;
ANALOGY;;;;;;;;;;;EnlTot;;;;
ANALYSE#1;;;;;;;;;;;;;;;
ANALYSIS;;Active;;;;;;;;;EnlTot;;;;
ANALYST;;;;;;;;;;;EnlTot;;;;
ANALYTIC;;Active;;;;;;;;;EnlTot;;;;
ANALYTICAL;;Active;;;;;;;;;EnlTot;;;;
ANALYZE;;Active;IAV;;;;;;;;EnlTot;;;;
ANARCHIST;Negativ;;;;;;;;;;;Hostile;HU;;
ANARCHY;Negativ;;;;;PowTot;;;;;;Hostile;;;
ANCESTOR;;;;;;;;;;;;;HU;;
ANCHOR#1;;;;;;;;;;;;;;;
ANCHOR#2;;;IAV;;Strong;;;;;;;;;;
ANCIENT;;;;;;;;;;;;;;Weak;
AND;;;;;;;;;;;;;;;
ANECDOTE;;;;;;;;;;ComForm;;;;;
ANEW;;;;;;;;;;;;;;;
ANGEL;;;;Positiv;;;;;;;;;HU;;Virtue
ANGELIC;;;;Positiv;;;;;;;;;;;Virtue
ANGER#1;Negativ;Active;;;;;Ngtv;;;;;Hostile;;;
ANGER#2;Negativ;;IAV;;;;Ngtv;;;;;Hostile;;;
